external_id,title,description,category,state,eligibility,benefits,benefit_type,status,ministry,max_benefit,application_deadline,website_url
seed-fpo-promotion-bihar,FPO Promotion and Infrastructure Support - Bihar,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Bihar and keeps the same frontend-ready structure expected by the app.",Agriculture,Bihar,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/bihar
seed-fpo-promotion-chhattisgarh,FPO Promotion and Infrastructure Support - Chhattisgarh,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Chhattisgarh and keeps the same frontend-ready structure expected by the app.",Agriculture,Chhattisgarh,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/chhattisgarh
seed-fpo-promotion-goa,FPO Promotion and Infrastructure Support - Goa,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Goa and keeps the same frontend-ready structure expected by the app.",Agriculture,Goa,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/goa
seed-fpo-promotion-gujarat,FPO Promotion and Infrastructure Support - Gujarat,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Gujarat and keeps the same frontend-ready structure expected by the app.",Agriculture,Gujarat,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/gujarat
seed-fpo-promotion-haryana,FPO Promotion and Infrastructure Support - Haryana,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Haryana and keeps the same frontend-ready structure expected by the app.",Agriculture,Haryana,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/haryana
seed-fpo-promotion-himachal-pradesh,FPO Promotion and Infrastructure Support - Himachal Pradesh,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Himachal Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Himachal Pradesh,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/himachal-pradesh
seed-fpo-promotion-jharkhand,FPO Promotion and Infrastructure Support - Jharkhand,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Jharkhand and keeps the same frontend-ready structure expected by the app.",Agriculture,Jharkhand,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/jharkhand
seed-fpo-promotion-karnataka,FPO Promotion and Infrastructure Support - Karnataka,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Karnataka and keeps the same frontend-ready structure expected by the app.",Agriculture,Karnataka,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/karnataka
seed-fpo-promotion-kerala,FPO Promotion and Infrastructure Support - Kerala,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Kerala and keeps the same frontend-ready structure expected by the app.",Agriculture,Kerala,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/kerala
seed-fpo-promotion-madhya-pradesh,FPO Promotion and Infrastructure Support - Madhya Pradesh,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Madhya Pradesh and keeps the same frontend-ready structure expected by the app.",Agriculture,Madhya Pradesh,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/madhya-pradesh
seed-fpo-promotion-maharashtra,FPO Promotion and Infrastructure Support - Maharashtra,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Maharashtra and keeps the same frontend-ready structure expected by the app.",Agriculture,Maharashtra,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/maharashtra
seed-fpo-promotion-manipur,FPO Promotion and Infrastructure Support - Manipur,"Equity grant, credit guarantee, and capacity-building assistance for Farmer Producer Organizations and producer collectives. This record is tailored for applicants in Manipur and keeps the same frontend-ready structure expected by the app.",Agriculture,Manipur,"Registered FPOs, producer companies, cooperatives, and federations meeting program norms.","{""Equity grant"",""Credit guarantee"",""Business planning support""}",Credit & Loan,active,Ministry of Agriculture and Farmers Welfare,Up to Rs. 15 lakh,Open with state nodal approval,https://www.india.gov.in/fpo-promotion-infrastructure-support/manipur
